 ELT, QR, HR,    XMAX,       MEAN,
  107,  2,  1, 0.000E+00, 0.000E+00,
  107,  2,  2, 0.000E+00, 0.000E+00,
  107,  2,  3, 0.000E+00, 0.000E+00,
  107,  2,  4, 0.000E+00, 0.000E+00,
  107,  2,  5, 0.000E+00, 0.000E+00,
  107,  2,  6, 0.770E+02, 0.724E+01,
  107,  2,  7, 0.252E+03, 0.365E+02,
  107,  2,  8, 0.396E+03, 0.932E+02,
  107,  2,  9, 0.720E+03, 0.160E+03,
  107,  2, 10, 0.818E+03, 0.217E+03,
  107,  2, 11, 0.900E+03, 0.264E+03,
  107,  2, 12, 0.107E+04, 0.289E+03,
  107,  2, 13, 0.105E+04, 0.294E+03,
  107,  2, 14, 0.103E+04, 0.279E+03,
  107,  2, 15, 0.850E+03, 0.236E+03,
  107,  2, 16, 0.714E+03, 0.177E+03,
  107,  2, 17, 0.407E+03, 0.106E+03,
  107,  2, 18, 0.212E+03, 0.388E+02,
  107,  2, 19, 0.680E+02, 0.464E+01,
  107,  2, 20, 0.000E+00, 0.000E+00,
  107,  2, 21, 0.000E+00, 0.000E+00,
  107,  2, 22, 0.000E+00, 0.000E+00,
  107,  2, 23, 0.000E+00, 0.000E+00,
  107,  2, 24, 0.000E+00, 0.000E+00,
  107,  3,  1, 0.000E+00, 0.000E+00,
  107,  3,  2, 0.000E+00, 0.000E+00,
  107,  3,  3, 0.000E+00, 0.000E+00,
  107,  3,  4, 0.000E+00, 0.000E+00,
  107,  3,  5, 0.400E+02, 0.778E+01,
  107,  3,  6, 0.172E+03, 0.517E+02,
  107,  3,  7, 0.386E+03, 0.102E+03,
  107,  3,  8, 0.498E+03, 0.151E+03,
  107,  3,  9, 0.653E+03, 0.197E+03,
  107,  3, 10, 0.828E+03, 0.236E+03,
  107,  3, 11, 0.954E+03, 0.266E+03,
  107,  3, 12, 0.955E+03, 0.286E+03,
  107,  3, 13, 0.102E+04, 0.293E+03,
  107,  3, 14, 0.887E+03, 0.280E+03,
  107,  3, 15, 0.762E+03, 0.252E+03,
  107,  3, 16, 0.602E+03, 0.210E+03,
  107,  3, 17, 0.459E+03, 0.158E+03,
  107,  3, 18, 0.298E+03, 0.102E+03,
  107,  3, 19, 0.125E+03, 0.474E+02,
  107,  3, 20, 0.360E+02, 0.555E+01,
  107,  3, 21, 0.000E+00, 0.000E+00,
  107,  3, 22, 0.000E+00, 0.000E+00,
  107,  3, 23, 0.000E+00, 0.000E+00,
  107,  3, 24, 0.000E+00, 0.000E+00,
  107,  4,  1, 0.000E+00, 0.000E+00,
  107,  4,  2, 0.000E+00, 0.000E+00,
  107,  4,  3, 0.000E+00, 0.000E+00,
  107,  4,  4, 0.000E+00, 0.000E+00,
  107,  4,  5, 0.000E+00, 0.000E+00,
  107,  4,  6, 0.770E+02, 0.656E+01,
  107,  4,  7, 0.179E+03, 0.371E+02,
  107,  4,  8, 0.354E+03, 0.851E+02,
  107,  4,  9, 0.517E+03, 0.132E+03,
  107,  4, 10, 0.665E+03, 0.170E+03,
  107,  4, 11, 0.896E+03, 0.198E+03,
  107,  4, 12, 0.834E+03, 0.216E+03,
  107,  4, 13, 0.916E+03, 0.219E+03,
  107,  4, 14, 0.732E+03, 0.204E+03,
  107,  4, 15, 0.661E+03, 0.172E+03,
  107,  4, 16, 0.536E+03, 0.127E+03,
  107,  4, 17, 0.377E+03, 0.741E+02,
  107,  4, 18, 0.191E+03, 0.295E+02,
  107,  4, 19, 0.600E+02, 0.602E+01,
  107,  4, 20, 0.000E+00, 0.000E+00,
  107,  4, 21, 0.000E+00, 0.000E+00,
  107,  4, 22, 0.000E+00, 0.000E+00,
  107,  4, 23, 0.000E+00, 0.000E+00,
  107,  4, 24, 0.000E+00, 0.000E+00,
